id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4,p5_1,p5_2,p5_3,p5_4,p6,p7,p8_1,p8_2,p8_3,p8_4,p8_5,p8_6,p8_7,p8_8,p8_9,p9_1,p9_2,p9_3,p9_4,p9_5,p9_6,p9_7,p9_8,p9_9,p10,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p12,p13_1,p13_2,p13_3,p13_4,p13_5,p13_6,p13_7,p13_8,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
660,Mujer,34,25-34,100.001 - 500.000,Bizkaia,País Vasco,"Sí, con uno/a de 0 a 8 años",Tercer Grado (Máster),B,He tenido/se ha tenido que echar mano del ahorro,6,EH Bildu (Euskal Herria Bildu),EH Bildu (Euskal Herria Bildu),8,0 no le votaría nunca,0 no le votaría nunca,9,EH Bildu (Euskal Herria Bildu),8,Poco,Bastante,Bastante,Poco,Bastante,Bastante,Poco,Bastante,Bastante,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Con ambos por igual,Muy bien,Bien,Regular,Muy bien,Muy bien,Muy bien,Muy mal,Muy mal,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.7562962247150703
661,Hombre,21,18-24,< 10.000,Barcelona,Cataluña,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Ahorro/se ahorra un poco de dinero cada mes,8,Vox,Vox,3,6,10 le votaría siempre,7,Vox,8,Poco,Poco,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Mucho,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión",No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión","Sí, he oído hablar de ella",Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Con ambos por igual,Bien,Muy bien,Bien,Muy bien,Regular,Regular,Bien,Bien,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",1.3358252759741218
662,Mujer,54,45-54,100.001 - 500.000,Valladolid,Castilla y León,"Sí, con uno/a de 18 años o más","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)",D,He tenido/se ha tenido que echar mano del ahorro,"10 con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),0 no le votaría nunca,10 le votaría siempre,0 no le votaría nunca,0 no le votaría nunca,PP (Partido Popular),6,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Mucho,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sí, he oído hablar de ella",Muy de acuerdo,Poco de acuerdo,Muy de acuerdo,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Con ambos por igual,Bien,Bien,Bien,Mal,Mal,Muy mal,Bien,Regular,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, primer ciclo y menos",0.9069565270358745
663,Mujer,22,18-24,10.001 - 20.000,Badajoz,Extremadura,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),Ninguno,8,0 no le votaría nunca,0 no le votaría nunca,3,PSOE (Partido Socialista Obrero Español),5,Bastante,Bastante,Poco,Mucho,Bastante,Poco,Poco,Poco,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Bastante de acuerdo,Nada de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Poco de acuerdo,Con ninguno de los dos,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Regular,Más de 10.000,Media,Parado,"Segundo grado, segundo ciclo",0.9119711120575715
664,Mujer,69,65+,10.001 - 20.000,Lugo,Galicia,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E2,He tenido/se ha tenido que contraer deuda,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 le votaría siempre,0 no le votaría nunca,0 no le votaría nunca,7,PSOE (Partido Socialista Obrero Español),2,Bastante,Bastante,Poco,Bastante,Mucho,Mucho,Bastante,Bastante,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he oído hablar de ella",Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Bastante de acuerdo,No lo sé,Con Palestina,Mal,No lo sé,Mal,Regular,Regular,Regular,Mal,Mal,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",1.5121557765191247
665,Hombre,57,55-64,50.001 - 100.000,Barcelona,Cataluña,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,A2,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",Sumar,Sumar,7,0 no le votaría nunca,0 no le votaría nunca,8,Sumar,3,Mucho,Bastante,Poco,Bastante,Bastante,Mucho,Poco,Poco,Bastante,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Poco de acuerdo,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Bastante de acuerdo,Con ninguno de los dos,Regular,Bien,Regular,Bien,Bien,Bien,Muy mal,Muy mal,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",0.8475205350717355
666,Hombre,60,55-64,100.001 - 500.000,Gipuzkoa,País Vasco,"Sí, con uno/a de 18 años o más","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A1,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),3,0 no le votaría nunca,0 no le votaría nunca,3,EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),5,Bastante,Bastante,Mucho,Bastante,Mucho,Bastante,Bastante,Bastante,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Bastante de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Con Palestina,Muy mal,Mal,Muy mal,Muy mal,Mal,Mal,Muy mal,Muy mal,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",0.9684764058054982
667,Hombre,42,35-44,50.001 - 100.000,Cantabria,Cantabria,"Sí, con uno/a de 0 a 8 años","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",C,Ahorro/se ahorra un poco de dinero cada mes,8,PP (Partido Popular),PP (Partido Popular),7,9,4,5,PP (Partido Popular),6,Bastante,Mucho,Bastante,Bastante,Mucho,Bastante,Bastante,Mucho,Poco,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sí, he oído hablar de ella",Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Con ninguno de los dos,Mal,Muy mal,Mal,Mal,Mal,Mal,Regular,Muy mal,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",1.094128537656597
668,Hombre,53,45-54,< 10.000,Granada,Andalucía,"Sí, con uno/a de 9 a 12 años",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,A2,He tenido/se ha tenido que contraer deuda,"10 con toda seguridad, iría a votar",PP (Partido Popular),PSOE (Partido Socialista Obrero Español),6,6,0 no le votaría nunca,0 no le votaría nunca,PSOE (Partido Socialista Obrero Español),5,Mucho,Mucho,Bastante,Mucho,Mucho,Mucho,Mucho,Mucho,Poco,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Muy de acuerdo,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Poco de acuerdo,Nada de acuerdo,Con ambos por igual,Muy mal,Regular,Bien,Regular,Regular,Regular,Regular,Regular,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",1.0864327497271087
669,Mujer,53,45-54,500.000+,Zaragoza,Aragón,"Sí, con uno/a de 18 años o más","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)",C,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 le votaría siempre,3,0 no le votaría nunca,0 no le votaría nunca,PSOE (Partido Socialista Obrero Español),No lo sé,Bastante,Bastante,Bastante,Bastante,Mucho,Bastante,Bastante,Bastante,Poco,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,"Sí, he oído hablar de ella",No lo sé,Poco de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,No lo sé,Con ninguno de los dos,Mal,Regular,Regular,Bien,Regular,Muy mal,No lo sé,Muy mal,Más de 10.000,Media,Parado,"Segundo grado, primer ciclo y menos",0.729920250930105
670,Mujer,74,65+,100.001 - 500.000,Murcia,"Murcia, Región de",No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Llego/se llega justo a final de mes,"0 con toda seguridad, NO iría a votar",PP (Partido Popular),PP (Partido Popular),0 no le votaría nunca,10 le votaría siempre,0 no le votaría nunca,0 no le votaría nunca,No voté,10 extrema derecha,Mucho,Bastante,Mucho,Mucho,Bastante,Mucho,Mucho,Bastante,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,Muy de acuerdo,Poco de acuerdo,Bastante de acuerdo,Con Israel,Bien,Muy bien,Muy bien,Muy bien,Regular,Muy mal,Muy bien,Regular,Más de 10.000,Media,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",0.9852084670575252
671,Mujer,70,65+,< 10.000,Barcelona,Cataluña,No convivo con ningún/a hijo/a,"Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)",E1,Llego/se llega justo a final de mes,9,PSOE (Partido Socialista Obrero Español),ERC (Esquerra Republicana de Catalunya),6,0 no le votaría nunca,0 no le votaría nunca,5,PSOE (Partido Socialista Obrero Español),2,Mucho,Mucho,Mucho,Mucho,Bastante,Mucho,Bastante,Mucho,Mucho,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Poco de acuerdo,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Con Palestina,Regular,Regular,Regular,Regular,Regular,Regular,No lo sé,No lo sé,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",1.3312260907385425
672,Hombre,23,18-24,500.000+,Madrid,"Madrid, Comunidad de","Sí, con uno/a de 0 a 8 años",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,B,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),7,3,1,5,PSOE (Partido Socialista Obrero Español),4,Bastante,Mucho,Mucho,Mucho,Bastante,Mucho,Bastante,Poco,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión","Sí, he seguido con cierto detalle las noticias sobre la guerra",Poco de acuerdo,Bastante de acuerdo,Poco de acuerdo,Muy de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Con Israel,Bien,Bien,Bien,Regular,Bien,Regular,Muy mal,Muy mal,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",1.017508584806517
673,Mujer,27,25-34,50.001 - 100.000,Valencia/València,Comunitat Valenciana,No convivo con ningún/a hijo/a,"Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",D,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",Sumar,Sumar,9,0 no le votaría nunca,0 no le votaría nunca,9,Sumar,0 extrema izquierda,Mucho,Mucho,Nada,Nada,Mucho,Mucho,Poco,No lo sé,Poco,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,No lo sé,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Poco de acuerdo,Con Palestina,Muy mal,Bien,Muy mal,Mal,Mal,Muy bien,Muy mal,Muy mal,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",1.0854851134987349
674,Hombre,69,65+,500.000+,Madrid,"Madrid, Comunidad de",No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,C,Ahorro/se ahorra un poco de dinero cada mes,"10 con toda seguridad, iría a votar",PSOE (Partido Socialista Obrero Español),PSOE (Partido Socialista Obrero Español),10 le votaría siempre,0 no le votaría nunca,0 no le votaría nunca,9,Sumar,1,Poco,Mucho,Nada,Nada,Mucho,Bastante,Bastante,Bastante,Nada,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,Muy de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Con Palestina,Regular,Muy bien,Muy mal,Bien,Bien,Bien,Muy mal,Muy mal,Más de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",0.9563829310789211
675,Hombre,45,45-54,< 10.000,Barcelona,Cataluña,"Sí, con uno/a de 9 a 12 años",Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,D,Llego/se llega justo a final de mes,"10 con toda seguridad, iría a votar",PP (Partido Popular),PP (Partido Popular),2,10 le votaría siempre,8,0 no le votaría nunca,PP (Partido Popular),5,Bastante,Poco,Mucho,Mucho,Mucho,Bastante,Bastante,Poco,Bastante,Siento o he sentido desánimo y/o pesimismo,Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,"Sufro o he sufrido ansiedad, depresión","Sufro o he sufrido ansiedad, depresión",Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,"Sufro o he sufrido ansiedad, depresión","Sí, he oído hablar de ella",Poco de acuerdo,Poco de acuerdo,Poco de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Bastante de acuerdo,Con ninguno de los dos,Mal,Mal,Mal,Mal,Muy mal,Muy mal,Mal,Mal,Menos de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",1.3110225782153486
676,Hombre,45,45-54,50.001 - 100.000,Asturias,"Asturias, Principado de",No convivo con ningún/a hijo/a,Tercer Grado  1º Ciclo Equivalente a Ingeniero técnico 3 años Escuelas universitarias Ingenieros técnicos Arquitecto,A2,Ahorro/se ahorra un poco de dinero cada mes,4,No votaría,Ninguno,4,4,4,2,Vox,5,Poco,Mucho,Poco,Poco,Mucho,Bastante,Bastante,Bastante,Nada,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,Siento o he sentido desánimo y/o pesimismo,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,No he sentido nada esto,"Sí, he seguido con cierto detalle las noticias sobre la guerra",Nada de acuerdo,Bastante de acuerdo,Nada de acuerdo,Muy de acuerdo,Muy de acuerdo,Muy de acuerdo,Con Palestina,Regular,Bien,Muy mal,Bien,Regular,Bien,Mal,Muy mal,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",0.8213721780077332
